190456	152	22600245
190456	152	22613435
190456	156	23758840
190456	159	24472959
190456	160	24988147
190456	162	25478623
190456	168	26266947
190456	178	28050142
190456	179	28300844
190456	181	28698592
190538	51	23331169
190538	52	24212315
190538	54	25794554
190538	54	25867611
190538	56	26717108
190538	58	28568509
190538	60	29950472
190538	61	30929721
190538	64	32766360
190538	64	33133823
190539	114	80675552
190539	117	82938543
190539	95	65833874
190591	129	50063888
190591	86	13637400
190678	615	445689549
190782	94	76572774
191046	136	185817064
191046	177	243130074
191046	188	254785035
191046	25	27031004
191046	41	49298577
191046	68	86770399
191046	69	88365524
191046	79	103654967
191062	179	200375665
191062	280	307094707
191062	42	46258845
191201	40	30969997
191201	44	38534122
191201	48	46577833
191201	67	82796160
191201	69	87299166
191201	73	94681044
191201	74	97180750
191201	78	104267627
191202	10	9424781
191202	110	185187164
191202	114	190993701
191202	14	16099995
191202	1	454256
191202	20	28512655
191202	5	1695741
191202	51	82999582
191202	54	88184004
191202	68	113249964
191202	70	117181398
191202	76	126854326
191202	78	130575077
191202	83	139356001
191202	85	142956411
191202	91	153143318
191202	94	157625042
191202	95	159518839
191202	97	163717805
191226	1231	1551702564
191226	126	117528331
191226	133	130414505
191226	1372	1687010032
191226	1375	1688989774
191226	1393	1706334078
191226	145	150649599
191226	151	162915554
191226	1617	1904348702
191226	164	184925687
191226	1672	1950649546
191226	174	201309964
191226	176	205491346
191226	186	221911071
191226	214	269154760
191226	224	286870531
191226	230	296880261
191226	232	300010983
191226	276	371533473
191226	289	392479496
191226	292	396067602
191226	300	408796049
191226	308	420986242
191226	315	433156835
191226	318	436731330
191226	326	449942671
191226	328	451921149
191226	339	469522684
191226	340	470310724
191226	358	497808755
191226	459	645873797
191226	543	761444487
191226	599	835770623
191226	615	856390172
191226	626	871389572
191226	647	897232037
191226	678	936865702
191226	712	979416270
191226	800	1083398026
191226	81	36051533
191226	901	1202157443
191226	902	1203496966
191226	90	53259789
191226	91	54663749
191226	93	57900573
191226	982	1292910676
191226	98	67331472
191226	98	67517150
191247	1042	1271557293
191247	139	208474815
191247	143	214914753
191247	145	217480067
191247	148	222026060
191247	157	235383223
191247	199	296104325
191247	217	321152658
191247	299	435600571
191247	544	744020536
191247	561	763944383
191247	579	784622957
191247	773	1001039583
191264	124	119344304
191264	64	25756383
191264	66	30671729
191264	69	36241202
191264	73	45640471
191264	74	48183699
191271	79	45975676
191277	141	142288890
191691	75	49785818
191700	161	192994605
191700	171	204075110
191700	373	417560139
191700	45	51742208
191700	463	497828709
191700	91	109006788
191718	141	172898303
191718	28	9254144
191718	28	9289236
191718	29	9712493
191720	35	34534737
191800	105	87208912
191800	96	70426448
191810	47	73205857
191810	56	88321332
191810	61	96782951
191810	79	125344595
191811	88	116483483
191830	141	182006509
191830	146	191393985
191830	211	305947377
191830	269	402962183
191830	284	426775781
191830	304	459003842
191830	343	518489520
191830	389	587535150
191830	66	40070666
191830	70	47152483
191830	73	53972928
191830	80	67738464
191830	98	102679827
191837	38	35709799
191856	33	26854641
193112	209	150037229
193112	35	33549539
193193	39	22602110
193334	91	64701396
193336	510	359304439
193336	659	458391889
193575	157	113882282
193621	292	268857187
193621	337	312819121
193834	26	9281645
193998	157	143542877
194050	1072	1004940481
194050	154	133795457
194050	342	335542069
194050	509	490322115
194075	98	76217211
194076	230	249439773
194076	349	365782459
194076	44	50591633
194076	482	484379796
194076	70	79630037
194108	177	140346253
194108	240	216482400
194108	394	383442481
194108	429	420515106
194108	606	592935243
194115	297	275882113
194115	312	290622733
194115	393	373118889
194115	431	410419646
194115	560	530293818
194115	664	620872523
194150	127	145112918
194150	161	192898907
194150	170	205171293
194150	178	215857252
194150	227	281484437
194150	54	38045964
194150	87	86823176
194153	69	64471630
194199	224	189619110
194223	101	89112735
194223	108	101435678
194223	74	38880307
194223	84	56750809
194224	110	179740169
194224	131	213022146
194224	204	320141300
194224	241	373628630
194224	264	404249306
194224	301	453980561
194224	30	50110551
194224	355	524435490
194224	61	102214798
194224	72	119626932
194224	79	131253661
194224	79	131637226
194224	8	13481881
194224	94	154825153
194225	139	160333441
194270	67	51082508
194270	67	51454690
194303	59	18942735
194303	67	34577169
194303	86	66504801
194314	102	109164989
194314	104	111406307
194314	117	136064794
194314	177	238241456
194314	188	255332395
194314	189	258250260
194314	226	317029297
194314	59	28594050
194314	61	32808981
194314	72	52684697
194314	75	59609990
194314	81	69246978
194314	90	86023923
194315	143	191913009
194315	262	337182184
194315	440	530796188
194317	16	13982237
194317	5	3503684
194424	101	89789312
194424	102	92569543
194424	108	102714050
194424	118	121398116
194424	153	186136822
194424	155	189798274
194424	211	286526288
194424	214	292359415
194424	247	347276089
